id	case	support	answer	question	distractor1	distractor2	distractor3		Does the question make sense wrt the given context?	Does the answer belong to the question?	Are the distractors plausible?
58	no_answer	Metalloids are the smallest class of elements, containing just six members: boron (B), silicon (Si), germanium (Ge), arsenic (As), antimony (Sb), and tellurium (Te). Metalloids have some properties of metals (elements that can conduct electricity) and some properties of nonmetals (elements that cannot conduct electricity). For example, most metalloids can conduct electricity, but not as well as metals. Metalloids also tend to be shiny like metals, but brittle like nonmetals. Chemically, metalloids may behave like metals or nonmetals, depending on their number of valence electrons. You can learn more about specific metalloids by clicking on the element symbols in the periodic table at this URL: http://www. chemicool. com/ .	metalloids	What is the smallest class of elements?	metalloids	metalloids	metalloids		3	3	1
59	ground_truth	A more massive star ends its life in a more dramatic way. Very massive stars become red supergiants . Unlike a red giant, when all the helium in a red supergiant is gone, fusion continues. Lighter atoms fuse into heavier atoms up to iron atoms. Creating elements heavier than iron through fusion uses more energy than it produces. For this reason, stars do not ordinarily form any heavier elements. When there are no more elements for the star to fuse, the core succumbs to gravity and collapses.	become red supergiants	How do very massive stars end their lives?	become super novas	explode	consumed by black hole				
59	answer_given	A more massive star ends its life in a more dramatic way. Very massive stars become red supergiants . Unlike a red giant, when all the helium in a red supergiant is gone, fusion continues. Lighter atoms fuse into heavier atoms up to iron atoms. Creating elements heavier than iron through fusion uses more energy than it produces. For this reason, stars do not ordinarily form any heavier elements. When there are no more elements for the star to fuse, the core succumbs to gravity and collapses.	become red supergiants	What happens to very massive stars?	become red giants	become red dwarfs	become white dwarfs		3	3	3
59	no_answer	A more massive star ends its life in a more dramatic way. Very massive stars become red supergiants . Unlike a red giant, when all the helium in a red supergiant is gone, fusion continues. Lighter atoms fuse into heavier atoms up to iron atoms. Creating elements heavier than iron through fusion uses more energy than it produces. For this reason, stars do not ordinarily form any heavier elements. When there are no more elements for the star to fuse, the core succumbs to gravity and collapses.	red supergiants	What do very massive stars become when all the helium in them is gone?	red giants	red dwarfs	red dwarfs		3	3	1
60	ground_truth	and is part of the heart wall. The pericardial cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium. In most organs within the body, visceral serous membranes such as the epicardium are microscopic. However, in the case of the heart, it is not a microscopic layer but rather a macroscopic layer, consisting of a simple squamous epithelium called a mesothelium, reinforced with loose, irregular, or areolar connective tissue that attaches to the pericardium. This mesothelium secretes the lubricating serous fluid that fills the pericardial cavity and reduces friction as the heart contracts. Figure 19.5 illustrates the pericardial membrane and the layers of the heart.	pericardial cavity	Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?	cranial cavity	oral cavity	thoracic cavity				
60	answer_given	and is part of the heart wall. The pericardial cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium. In most organs within the body, visceral serous membranes such as the epicardium are microscopic. However, in the case of the heart, it is not a microscopic layer but rather a macroscopic layer, consisting of a simple squamous epithelium called a mesothelium, reinforced with loose, irregular, or areolar connective tissue that attaches to the pericardium. This mesothelium secretes the lubricating serous fluid that fills the pericardial cavity and reduces friction as the heart contracts. Figure 19.5 illustrates the pericardial membrane and the layers of the heart.	pericardial cavity	What is the name of the cavity filled with lubricating serous fluid that lies between the epicardium and the pericardium?	periosteal cavity	periosteum cavity	periosteal cavity		3	3	3
60	no_answer	and is part of the heart wall. The pericardial cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium. In most organs within the body, visceral serous membranes such as the epicardium are microscopic. However, in the case of the heart, it is not a microscopic layer but rather a macroscopic layer, consisting of a simple squamous epithelium called a mesothelium, reinforced with loose, irregular, or areolar connective tissue that attaches to the pericardium. This mesothelium secretes the lubricating serous fluid that fills the pericardial cavity and reduces friction as the heart contracts. Figure 19.5 illustrates the pericardial membrane and the layers of the heart.	pericardium	The pericardial cavity, filled with lubricating serous fluid, lies between the epicardium and what?	myocardium	endocardium	myocardium		3	3	3
61	ground_truth	When you look at the Moon from Earth, you notice dark and light areas. The maria are dark, solid, flat areas of lava (mostly basalt). Maria covers around 16% of the Moon’s surface, mostly on the near side. The maria formed about 3.0 to 4.0 billion years ago, when the Moon was continually bombarded by meteoroids ( Figure below ). Large meteorites broke through the Moon’s newly formed surface. This eventually caused magma to flow out and fill the craters. Scientists estimate volcanic activity on the Moon ended about 1.2 billion years ago.	volcanic activity	Although magma once filled our moon's craters, what is thought to have ended there over a billion years ago?	mineral activity	oceanic activity	deserts activity				
61	answer_given	When you look at the Moon from Earth, you notice dark and light areas. The maria are dark, solid, flat areas of lava (mostly basalt). Maria covers around 16% of the Moon’s surface, mostly on the near side. The maria formed about 3.0 to 4.0 billion years ago, when the Moon was continually bombarded by meteoroids ( Figure below ). Large meteorites broke through the Moon’s newly formed surface. This eventually caused magma to flow out and fill the craters. Scientists estimate volcanic activity on the Moon ended about 1.2 billion years ago.	volcanic activity	What ended on the moon about 1.2 billion years ago?	meteorite activity	geological activity	geologic activity		3	3	3
61	no_answer	When you look at the Moon from Earth, you notice dark and light areas. The maria are dark, solid, flat areas of lava (mostly basalt). Maria covers around 16% of the Moon’s surface, mostly on the near side. The maria formed about 3.0 to 4.0 billion years ago, when the Moon was continually bombarded by meteoroids ( Figure below ). Large meteorites broke through the Moon’s newly formed surface. This eventually caused magma to flow out and fill the craters. Scientists estimate volcanic activity on the Moon ended about 1.2 billion years ago.	basalt	The maria on the moon are dark, solid, flat areas of lava. what is the name of this type of lava?	basalt	basalt	basalt		3	3	1
62	ground_truth	organ system that brings oxygen into the body and releases carbon dioxide into the atmosphere.	lungs	What is the organ system that brings oxygen into the body and releases carbon dioxide?	liver	brain	kidneys				
62	answer_given	organ system that brings oxygen into the body and releases carbon dioxide into the atmosphere.	lungs	What organ system brings oxygen into the body and releases carbon dioxide into the atmosphere?	liver	heart	kidney		3	3	3
62	no_answer	organ system that brings oxygen into the body and releases carbon dioxide into the atmosphere.	carbon dioxide	What is released into the atmosphere by an organ system that brings oxygen into the body?	carbon monoxide	nitrogen	oxygen		3	3	3
63	ground_truth	26.1 | Body Fluids and Fluid Compartments By the end of this section, you will be able to: • Explain the importance of water in the body • Contrast the composition of the intracellular fluid with that of the extracellular fluid • Explain the importance of protein channels in the movement of solutes • Identify the causes and symptoms of edema The chemical reactions of life take place in aqueous solutions. The dissolved substances in a solution are called solutes. In the human body, solutes vary in different parts of the body, but may include proteins—including those that transport lipids, carbohydrates, and, very importantly, electrolytes. Often in medicine, a mineral dissociated from a salt that carries an electrical charge (an ion) is called and electrolyte. For instance, sodium ions (Na+) and chloride ions (Cl-) are often referred to as electrolytes. In the body, water moves through semi-permeable membranes of cells and from one compartment of the body to another by a process called osmosis. Osmosis is basically the diffusion of water from regions of higher concentration to regions of lower concentration, along an osmotic gradient across a semi-permeable membrane. As a result, water will move into and out of cells and tissues, depending on the relative concentrations of the water and solutes found there. An appropriate balance of solutes inside and outside of cells must be maintained to ensure normal function.	osmosis	What is the process by which water moves through semi-permeable membranes from one part of the body to another?	diffusion	electrolysis	mitosis				
63	answer_given	26.1 | Body Fluids and Fluid Compartments By the end of this section, you will be able to: • Explain the importance of water in the body • Contrast the composition of the intracellular fluid with that of the extracellular fluid • Explain the importance of protein channels in the movement of solutes • Identify the causes and symptoms of edema The chemical reactions of life take place in aqueous solutions. The dissolved substances in a solution are called solutes. In the human body, solutes vary in different parts of the body, but may include proteins—including those that transport lipids, carbohydrates, and, very importantly, electrolytes. Often in medicine, a mineral dissociated from a salt that carries an electrical charge (an ion) is called and electrolyte. For instance, sodium ions (Na+) and chloride ions (Cl-) are often referred to as electrolytes. In the body, water moves through semi-permeable membranes of cells and from one compartment of the body to another by a process called osmosis. Osmosis is basically the diffusion of water from regions of higher concentration to regions of lower concentration, along an osmotic gradient across a semi-permeable membrane. As a result, water will move into and out of cells and tissues, depending on the relative concentrations of the water and solutes found there. An appropriate balance of solutes inside and outside of cells must be maintained to ensure normal function.	osmosis	What is the diffusion of water from regions of higher concentration to regions of lower concentration, along an osmotic gradient across a semi-permeable membrane?	diffusion	filtration	absorption		3	3	3
63	no_answer	26.1 | Body Fluids and Fluid Compartments By the end of this section, you will be able to: • Explain the importance of water in the body • Contrast the composition of the intracellular fluid with that of the extracellular fluid • Explain the importance of protein channels in the movement of solutes • Identify the causes and symptoms of edema The chemical reactions of life take place in aqueous solutions. The dissolved substances in a solution are called solutes. In the human body, solutes vary in different parts of the body, but may include proteins—including those that transport lipids, carbohydrates, and, very importantly, electrolytes. Often in medicine, a mineral dissociated from a salt that carries an electrical charge (an ion) is called and electrolyte. For instance, sodium ions (Na+) and chloride ions (Cl-) are often referred to as electrolytes. In the body, water moves through semi-permeable membranes of cells and from one compartment of the body to another by a process called osmosis. Osmosis is basically the diffusion of water from regions of higher concentration to regions of lower concentration, along an osmotic gradient across a semi-permeable membrane. As a result, water will move into and out of cells and tissues, depending on the relative concentrations of the water and solutes found there. An appropriate balance of solutes inside and outside of cells must be maintained to ensure normal function.	electrolytes	What are sodium ions and chloride ions called?	acids	proteins	minerals		3	3	3
65	ground_truth	Smooth muscle regulates air flow in lungs.	smooth	Which kind of muscle regulates air flow in lungs?	vascular	striated	alveoli				
65	answer_given	Smooth muscle regulates air flow in lungs.	smooth	What type of muscle regulates air flow in lungs?	fast	tight	strong		3	3	3
65	no_answer	Smooth muscle regulates air flow in lungs.	lungs	Smooth muscle regulates air flow in what organ system?	heart	liver	kidneys		3	3	3
67	ground_truth	Dissociation is the separation of ions that occurs when a solid ionic compound dissolves.	dissociation	What is the separation of ions that occurs when a solid ionic compound dissolves?	combustion	decomposition	inflammation				
67	answer_given	Dissociation is the separation of ions that occurs when a solid ionic compound dissolves.	dissociation	What is the separation of ions that occurs when a solid ionic compound dissolves?	fusion	precipitation	evaporation		3	3	2
67	no_answer	Dissociation is the separation of ions that occurs when a solid ionic compound dissolves.	dissociation	What is the separation of ions that occurs when a solid ionic compound dissolves?	fusion	precipitation	evaporation		3	3	2
68	ground_truth	The general name for a group of atoms derived from an alkane is an alkyl group. The name of an alkyl group is derived from the name of the alkane by adding the suffix -yl. Thus the – CH3 fragment is a methyl group, the –CH2CH3 fragment is an ethyl group, and so forth, where the dash represents a single bond to some other atom or group. Similarly, groups of atoms derived from aromatic hydrocarbons are aryl groups, which sometimes have unexpected names. For example, the –C6H5 fragment is derived from benzene, but it is called a phenyl group. In general formulas and structures, alkyl and aryl groups are often abbreviated as R.	alkyl group	What is the general name for a group of atoms derived from an alkane?	anode group	oxidation group	acid group				
68	answer_given	The general name for a group of atoms derived from an alkane is an alkyl group. The name of an alkyl group is derived from the name of the alkane by adding the suffix -yl. Thus the – CH3 fragment is a methyl group, the –CH2CH3 fragment is an ethyl group, and so forth, where the dash represents a single bond to some other atom or group. Similarly, groups of atoms derived from aromatic hydrocarbons are aryl groups, which sometimes have unexpected names. For example, the –C6H5 fragment is derived from benzene, but it is called a phenyl group. In general formulas and structures, alkyl and aryl groups are often abbreviated as R.	alkyl group	The general name for a group of atoms derived from an alkane is an what?	hydroxyl group	hydrocarbon group	hydrocarbon group		3	3	3
68	no_answer	The general name for a group of atoms derived from an alkane is an alkyl group. The name of an alkyl group is derived from the name of the alkane by adding the suffix -yl. Thus the – CH3 fragment is a methyl group, the –CH2CH3 fragment is an ethyl group, and so forth, where the dash represents a single bond to some other atom or group. Similarly, groups of atoms derived from aromatic hydrocarbons are aryl groups, which sometimes have unexpected names. For example, the –C6H5 fragment is derived from benzene, but it is called a phenyl group. In general formulas and structures, alkyl and aryl groups are often abbreviated as R.	alkyl group	The general name for a group of atoms derived from an alkane is an what?	hydroxyl group	hydrocarbon group	hydrocarbon group		3	3	3
69	ground_truth	The retina is a membrane lining the back of the eye. The retina has nerve cells called rods and cones that change images to electrical signals. Rods are good at sensing dim light but can’t distinguish different colors of light. Cones can sense colors but not in dim light. There are three different types of cones. Each type senses one of the three primary colors of light.	retina	What is the membrane lining the back of the eye called?	lens	cornea	aperture				
69	answer_given	The retina is a membrane lining the back of the eye. The retina has nerve cells called rods and cones that change images to electrical signals. Rods are good at sensing dim light but can’t distinguish different colors of light. Cones can sense colors but not in dim light. There are three different types of cones. Each type senses one of the three primary colors of light.	retina	What is the membrane lining the back of the eye called?	cornea	iris	lens		3	3	3
69	no_answer	The retina is a membrane lining the back of the eye. The retina has nerve cells called rods and cones that change images to electrical signals. Rods are good at sensing dim light but can’t distinguish different colors of light. Cones can sense colors but not in dim light. There are three different types of cones. Each type senses one of the three primary colors of light.	retina	What is the membrane lining the back of the eye called?	cornea	iris	lens		3	3	3
70	ground_truth	The electromagnetic spectrum is the full range of wavelengths and frequencies of electromagnetic radiation. Wavelength, frequency, and energy change continuously across the electromagnetic spectrum.	electromagnetic spectrum	The full range of wavelengths and frequencies of electromagnetic radiation make up the ____________	electronic spectrum	mechanical spectrum	anomalous spectrum				
70	answer_given	The electromagnetic spectrum is the full range of wavelengths and frequencies of electromagnetic radiation. Wavelength, frequency, and energy change continuously across the electromagnetic spectrum.	electromagnetic spectrum	What is the full range of wavelengths and frequencies of electromagnetic radiation called?	electromagnetic spectrum	electromagnetic spectrum	electromagnetic spectrum		3	3	1
70	no_answer	The electromagnetic spectrum is the full range of wavelengths and frequencies of electromagnetic radiation. Wavelength, frequency, and energy change continuously across the electromagnetic spectrum.	electromagnetic spectrum	What is the full range of wavelengths and frequencies of electromagnetic radiation called?	electromagnetic spectrum	electromagnetic spectrum	electromagnetic spectrum		3	3	1
71	ground_truth	Isotopes can be very useful in scans to locate cancer cells. This patient has multiple tumors that have spread (metastasized) from the main tumor. A radioisotope has been attached to antibodies that bind to specific cancer cells. The very dark spots in the armpits, neck, and groin represent areas where tumor cells exist.	metastasized	What term is used to describe a cancer that has spread?	destabilized	galvanized	ostracized				
71	answer_given	Isotopes can be very useful in scans to locate cancer cells. This patient has multiple tumors that have spread (metastasized) from the main tumor. A radioisotope has been attached to antibodies that bind to specific cancer cells. The very dark spots in the armpits, neck, and groin represent areas where tumor cells exist.	metastasized	What do you call cancer cells that have spread from the main tumor?	metastasis	metamorphosed	metastasis		3	3	1
71	no_answer	Isotopes can be very useful in scans to locate cancer cells. This patient has multiple tumors that have spread (metastasized) from the main tumor. A radioisotope has been attached to antibodies that bind to specific cancer cells. The very dark spots in the armpits, neck, and groin represent areas where tumor cells exist.	metastasized	What do you call cancer cells that have spread from the main tumor?	metastasis	metamorphosed	metastasis		3	3	1
72	ground_truth	Angiosperms, or flowering seed plants, form seeds in ovaries. As the seeds develop, the ovaries may develop into fruits. Flowers attract pollinators, and fruits encourage animals to disperse the seeds.	ovaries	Where do angiosperms form seeds?	stamen	testes	cones				
72	answer_given	Angiosperms, or flowering seed plants, form seeds in ovaries. As the seeds develop, the ovaries may develop into fruits. Flowers attract pollinators, and fruits encourage animals to disperse the seeds.	ovaries	Angiosperms, or flowering seed plants, form seeds in what?	stems	leaves	roots		3	3	3
72	no_answer	Angiosperms, or flowering seed plants, form seeds in ovaries. As the seeds develop, the ovaries may develop into fruits. Flowers attract pollinators, and fruits encourage animals to disperse the seeds.	angiosperms	What are flowering seed plants called?	gymnosperms	sporozoans	cryptogams		3	3	3
74	ground_truth	Important new technologies such as the wheel have had a big impact on human society. Major advances in technology have influenced every aspect of life, including transportation, food production, manufacturing, communication, medicine, and the arts. That’s because technology has the goal of solving human problems, so new technologies usually make life better. They may make work easier, for example, or make people healthier. Sometimes, however, new technologies affect people in negative ways. For example, using a new product or process might cause human health problems or pollute the environment.	technology	The invention of the wheel is an example of what, which has the goal of solving human problems?	industry	concept	evolution				
74	answer_given	Important new technologies such as the wheel have had a big impact on human society. Major advances in technology have influenced every aspect of life, including transportation, food production, manufacturing, communication, medicine, and the arts. That’s because technology has the goal of solving human problems, so new technologies usually make life better. They may make work easier, for example, or make people healthier. Sometimes, however, new technologies affect people in negative ways. For example, using a new product or process might cause human health problems or pollute the environment.	technology	What has had a big impact on human society?	science	history	language		2	2	3
74	no_answer	Important new technologies such as the wheel have had a big impact on human society. Major advances in technology have influenced every aspect of life, including transportation, food production, manufacturing, communication, medicine, and the arts. That’s because technology has the goal of solving human problems, so new technologies usually make life better. They may make work easier, for example, or make people healthier. Sometimes, however, new technologies affect people in negative ways. For example, using a new product or process might cause human health problems or pollute the environment.	technology	What has had a big impact on human society?	science	history	language		2	2	3
75	ground_truth	Depending on the specific setup, a few different types of systems can be described. In an open system , both matter and heat can be freely exchanged between the reaction container (the system) and the surroundings. An example would be an open beaker, where any gaseous materials or vaporized molecules are free to leave the system and float off into the atmosphere. In a closed system , matter cannot enter or leave, but heat can flow between the system and surroundings. A stoppered reaction flask would be an example of a closed system. Finally, a situation in which neither matter nor heat can be exchanged between system and surroundings is referred to as an isolated system . Although truly isolated systems are not really possible, a sealed, vacuum-insulated reaction flask would come very close.	isolated system	A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?	shared system	changing system	sure system				
75	answer_given	Depending on the specific setup, a few different types of systems can be described. In an open system , both matter and heat can be freely exchanged between the reaction container (the system) and the surroundings. An example would be an open beaker, where any gaseous materials or vaporized molecules are free to leave the system and float off into the atmosphere. In a closed system , matter cannot enter or leave, but heat can flow between the system and surroundings. A stoppered reaction flask would be an example of a closed system. Finally, a situation in which neither matter nor heat can be exchanged between system and surroundings is referred to as an isolated system . Although truly isolated systems are not really possible, a sealed, vacuum-insulated reaction flask would come very close.	isolated system	What is the term for a situation in which neither matter nor heat can be exchanged between system and surroundings?	closed system	open system	isolated system		2	2	2
75	no_answer	Depending on the specific setup, a few different types of systems can be described. In an open system , both matter and heat can be freely exchanged between the reaction container (the system) and the surroundings. An example would be an open beaker, where any gaseous materials or vaporized molecules are free to leave the system and float off into the atmosphere. In a closed system , matter cannot enter or leave, but heat can flow between the system and surroundings. A stoppered reaction flask would be an example of a closed system. Finally, a situation in which neither matter nor heat can be exchanged between system and surroundings is referred to as an isolated system . Although truly isolated systems are not really possible, a sealed, vacuum-insulated reaction flask would come very close.	isolated system	What is the term for a situation in which neither matter nor heat can be exchanged between system and surroundings?	closed system	open system	isolated system		2	2	2
76	ground_truth	Sponges have specialized cells called collar cells. Describe how collar cells are specialized for the functions they serve.	collar cells	What are the specialized cells that sponges have?	tune cells	magnet cells	blood cells				
76	answer_given	Sponges have specialized cells called collar cells. Describe how collar cells are specialized for the functions they serve.	collar cells	What specialized cells do sponges have?	cell walls	cell membranes	cell walls		3	3	2
76	no_answer	Sponges have specialized cells called collar cells. Describe how collar cells are specialized for the functions they serve.	collar cells	What specialized cells do sponges have?	cell walls	cell membranes	cell walls		3	3	2
77	ground_truth	The bronchioles lead to the alveoli. Alveoli are the little sacs at the end of the bronchioles ( Figure below ). They look like little bunches of grapes. Oxygen is exchanged for carbon dioxide in the alveoli. That means oxygen enters the blood, and carbon dioxide moves out of the blood. The gases are exchanged between the blood and alveoli by simple diffusion.	alveoli	What are the little sacs at the end of the bronchioles called?	lung	respiratory sacs	ganglion				
77	answer_given	The bronchioles lead to the alveoli. Alveoli are the little sacs at the end of the bronchioles ( Figure below ). They look like little bunches of grapes. Oxygen is exchanged for carbon dioxide in the alveoli. That means oxygen enters the blood, and carbon dioxide moves out of the blood. The gases are exchanged between the blood and alveoli by simple diffusion.	alveoli	What are the little sacs at the end of the bronchioles called?	cilia	cilia	cilia		3	3	1
77	no_answer	The bronchioles lead to the alveoli. Alveoli are the little sacs at the end of the bronchioles ( Figure below ). They look like little bunches of grapes. Oxygen is exchanged for carbon dioxide in the alveoli. That means oxygen enters the blood, and carbon dioxide moves out of the blood. The gases are exchanged between the blood and alveoli by simple diffusion.	alveoli	What are the little sacs at the end of the bronchioles called?	cilia	cilia	cilia		3	3	1
78	ground_truth	Some chemical reactions are exothermic, which means they release energy. Other chemical reactions are endothermic, which means they consume energy.	exothermic reactions	What type of chemical reactions release energy?	sulfuric reactions	endothermic reactions	biochemical reactions				
78	answer_given	Some chemical reactions are exothermic, which means they release energy. Other chemical reactions are endothermic, which means they consume energy.	exothermic reactions	What type of chemical reactions release energy?	endothermic reactions	exothermic reactions	endothermic reactions		3	3	2
78	no_answer	Some chemical reactions are exothermic, which means they release energy. Other chemical reactions are endothermic, which means they consume energy.	energy	Some chemical reactions are exothermic, which means they release what?	fuel	light	heat		3	2	1
79	ground_truth	Direction is just as important as distance in describing motion. A vector is a quantity that has both size and direction. It can be used to represent the distance and direction of motion.	vector	What do you call a quantity of motion that has both size as well as direction?	wave	vibration	speed				
79	answer_given	Direction is just as important as distance in describing motion. A vector is a quantity that has both size and direction. It can be used to represent the distance and direction of motion.	vector	What is a quantity that has both size and direction?	gradient	magnitude	velocity		3	3	3
79	no_answer	Direction is just as important as distance in describing motion. A vector is a quantity that has both size and direction. It can be used to represent the distance and direction of motion.	vector	What is a quantity that has both size and direction?	gradient	magnitude	velocity		3	3	3
81	ground_truth	19.2 Viruses replicate only in host cells.	host cells	Viruses replicate only in where?	traitor cells	compromised cells	weak cells				
81	answer_given	19.2 Viruses replicate only in host cells.	host cells	Viruses replicate only in what type of cells?	pathogen cells	immune cells	pathogen cells		3	3	3
81	no_answer	19.2 Viruses replicate only in host cells.	host cells	Viruses replicate only in what type of cells?	pathogen cells	immune cells	pathogen cells		3	3	3
82	ground_truth	Sharks are some of the most frequently studied cartilaginous fish. Sharks are distinguished by such features as:.	sharks	Which is one of the most frequently studied cartilaginous fish?	whales	dolphins	manatees				
82	answer_given	Sharks are some of the most frequently studied cartilaginous fish. Sharks are distinguished by such features as:.	sharks	What are some of the most frequently studied cartilaginous fish?	rays	whales	dolphins		3	3	3
82	no_answer	Sharks are some of the most frequently studied cartilaginous fish. Sharks are distinguished by such features as:.	sharks	What are some of the most frequently studied cartilaginous fish?	rays	whales	dolphins		3	3	3
83	ground_truth	In the last lesson, we began investigating how a chemical equation can represent a given chemical reaction. In this lesson, we are going to study the ways in which chemical reactions are classified. There are literally thousands of chemical reactions that take place every day in our lives. Some reactions take place in the atmosphere, such as the combustion of fossil fuels. Others occur in solution, like the reactions responsible for photosynthesis or the reactions that break down our food to give us energy. Chemical reactions can take place in a variety of environments. Reactions happen on the sea floor, in our cells, and in the upper atmosphere. As we look at chemical reactions, we notice some commonalities and trends. When we studied the elements, we saw characteristics that allowed us to categorize them by family. There are also various ways to categorize chemical reactions. Some reactions produce heat, while others consume it. Some reactions are spontaneous, while others are not. Some reactions happen in nanoseconds, while others happen over longer spans of time. Some produce electricity, some emit light, and some release gaseous products. The products of chemical reactions tell us a lot about the chemistry of the process. In the above video, we see mercury(II) oxide decomposing into elemental mercury and oxygen gas. Decomposition was one of the first reaction types to be identified by chemists. Decomposition is one type of reaction you'll learn about in this lesson.	chemical	A reaction producing heat is what type of reaction?	chemistry	carbon	physical				
83	answer_given	In the last lesson, we began investigating how a chemical equation can represent a given chemical reaction. In this lesson, we are going to study the ways in which chemical reactions are classified. There are literally thousands of chemical reactions that take place every day in our lives. Some reactions take place in the atmosphere, such as the combustion of fossil fuels. Others occur in solution, like the reactions responsible for photosynthesis or the reactions that break down our food to give us energy. Chemical reactions can take place in a variety of environments. Reactions happen on the sea floor, in our cells, and in the upper atmosphere. As we look at chemical reactions, we notice some commonalities and trends. When we studied the elements, we saw characteristics that allowed us to categorize them by family. There are also various ways to categorize chemical reactions. Some reactions produce heat, while others consume it. Some reactions are spontaneous, while others are not. Some reactions happen in nanoseconds, while others happen over longer spans of time. Some produce electricity, some emit light, and some release gaseous products. The products of chemical reactions tell us a lot about the chemistry of the process. In the above video, we see mercury(II) oxide decomposing into elemental mercury and oxygen gas. Decomposition was one of the first reaction types to be identified by chemists. Decomposition is one type of reaction you'll learn about in this lesson.	chemical	Combustion of fossil fuels is an example of what type of reaction?	physical	thermal	nuclear		3	3	3
83	no_answer	In the last lesson, we began investigating how a chemical equation can represent a given chemical reaction. In this lesson, we are going to study the ways in which chemical reactions are classified. There are literally thousands of chemical reactions that take place every day in our lives. Some reactions take place in the atmosphere, such as the combustion of fossil fuels. Others occur in solution, like the reactions responsible for photosynthesis or the reactions that break down our food to give us energy. Chemical reactions can take place in a variety of environments. Reactions happen on the sea floor, in our cells, and in the upper atmosphere. As we look at chemical reactions, we notice some commonalities and trends. When we studied the elements, we saw characteristics that allowed us to categorize them by family. There are also various ways to categorize chemical reactions. Some reactions produce heat, while others consume it. Some reactions are spontaneous, while others are not. Some reactions happen in nanoseconds, while others happen over longer spans of time. Some produce electricity, some emit light, and some release gaseous products. The products of chemical reactions tell us a lot about the chemistry of the process. In the above video, we see mercury(II) oxide decomposing into elemental mercury and oxygen gas. Decomposition was one of the first reaction types to be identified by chemists. Decomposition is one type of reaction you'll learn about in this lesson.	chemical	Combustion of fossil fuels is an example of what type of reaction?	physical	thermal	nuclear		3	3	3
84	ground_truth	The genetic code consists of the sequence of bases in DNA or RNA. Groups of three bases form codons, and each codon stands for one amino acid (or start or stop). The codons are read in sequence following the start codon until a stop codon is reached. The genetic code is universal, unambiguous, and redundant.	amino acid	Groups of three bases form codons, and each codon stands for one what?	compound acid	minimal acid	sulferic acid				
84	answer_given	The genetic code consists of the sequence of bases in DNA or RNA. Groups of three bases form codons, and each codon stands for one amino acid (or start or stop). The codons are read in sequence following the start codon until a stop codon is reached. The genetic code is universal, unambiguous, and redundant.	amino acid	Each codon stands for one of what?	enzyme	carbohydrate	protein		3	3	2
84	no_answer	The genetic code consists of the sequence of bases in DNA or RNA. Groups of three bases form codons, and each codon stands for one amino acid (or start or stop). The codons are read in sequence following the start codon until a stop codon is reached. The genetic code is universal, unambiguous, and redundant.	genetic code	What consists of the sequence of bases in dna or rna?	genetic language	genetic code	genetic language		3	3	2
85	ground_truth	Specific antigens on the surface of red blood cells determine blood type. The best-known blood types are ABO and Rhesus (Rh) blood types. Blood type is important in cases of blood transfusion. A patient must receive blood of his or her own blood type to avoid clumping of red blood cells.	blood type	Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?	blood count	blood amount	blood form				
85	answer_given	Specific antigens on the surface of red blood cells determine blood type. The best-known blood types are ABO and Rhesus (Rh) blood types. Blood type is important in cases of blood transfusion. A patient must receive blood of his or her own blood type to avoid clumping of red blood cells.	blood type	What is important in cases of blood transfusion?	blood pressure	blood flow	blood density		2	3	3
85	no_answer	Specific antigens on the surface of red blood cells determine blood type. The best-known blood types are ABO and Rhesus (Rh) blood types. Blood type is important in cases of blood transfusion. A patient must receive blood of his or her own blood type to avoid clumping of red blood cells.	blood type	What is important in cases of blood transfusion?	blood pressure	blood flow	blood density		2	3	3
86	ground_truth	Another structure that supports the fetus is the amniotic sac. This is a membrane that surrounds and protects the fetus. It contains amniotic fluid, which consists of water and dissolved substances. The fluid allows the fetus to move freely until it grows to fill most of the available space. The fluid also cushions the fetus and helps protect it from injury.	amniotic	What type of fluid cushions the fetus and helps protect it from injury?	plasmid	epithelial	aqueous				
86	answer_given	Another structure that supports the fetus is the amniotic sac. This is a membrane that surrounds and protects the fetus. It contains amniotic fluid, which consists of water and dissolved substances. The fluid allows the fetus to move freely until it grows to fill most of the available space. The fluid also cushions the fetus and helps protect it from injury.	amniotic	What is the name of the membrane that surrounds and protects the fetus?	chorionic	umbilical	choroid		3	3	3
86	no_answer	Another structure that supports the fetus is the amniotic sac. This is a membrane that surrounds and protects the fetus. It contains amniotic fluid, which consists of water and dissolved substances. The fluid allows the fetus to move freely until it grows to fill most of the available space. The fluid also cushions the fetus and helps protect it from injury.	amniotic sac	What is the membrane that surrounds and protects the fetus called?	chorion	placenta	choroid		3	3	3
87	ground_truth	Ionic compounds are solids with high melting and boiling points. They are good conductors of electricity but only when dissolved in water. Their crystals are rigid and brittle.	ionic compounds	What are solids with high melting and boiling points?	magnetic compounds	superheated compounds	metal alloys				
