id	case	support	answer	question	distractor1	distractor2	distractor3
571	ground_truth	Turquoise is a phosphate mineral with a beautiful blue color. The stone is not as rare as some minerals and is commonly used for jewelry.	blue	What color is phosphate mineral turquoise?	white	green	purple
571	answer_given	Turquoise is a phosphate mineral with a beautiful blue color. The stone is not as rare as some minerals and is commonly used for jewelry.	blue	Turquoise is a phosphate mineral with what color?	green	red	yellow
572	ground_truth	The genetic code consists of the sequence of bases in DNA or RNA. Groups of three bases form codons, and each codon stands for one amino acid (or start or stop). The codons are read in sequence following the start codon until a stop codon is reached. The genetic code is universal, unambiguous, and redundant.	amino acid	Groups of three bases form codons, and each codon stands for one what?	compound acid	minimal acid	sulferic acid
572	answer_given	The genetic code consists of the sequence of bases in DNA or RNA. Groups of three bases form codons, and each codon stands for one amino acid (or start or stop). The codons are read in sequence following the start codon until a stop codon is reached. The genetic code is universal, unambiguous, and redundant.	amino acid	Each codon stands for one of what?	enzyme	carbohydrate	protein
573	ground_truth	Many arthropods have extremely important roles in ecosystems. Arthropods are of ecological importance because of their sheer numbers and extreme diversity. As mentioned above, bees, wasps, ants, butterflies, moths, flies and beetles are invaluable agents of pollination. Pollens and grains became accidentally attached to their chests and legs and are transferred to other agricultural crops as these animals move about, either by walking or flying. Most plants actually produce scents to send signals to insects that food (in the form of nectar) is available.	arthropods	Bees, wasps, ants, butterflies, moths, flies and beetles belong to what animal phylum?	insects	crustaceans	cephalopods
573	answer_given	Many arthropods have extremely important roles in ecosystems. Arthropods are of ecological importance because of their sheer numbers and extreme diversity. As mentioned above, bees, wasps, ants, butterflies, moths, flies and beetles are invaluable agents of pollination. Pollens and grains became accidentally attached to their chests and legs and are transferred to other agricultural crops as these animals move about, either by walking or flying. Most plants actually produce scents to send signals to insects that food (in the form of nectar) is available.	arthropods	Bees, wasps, ants, butterflies, moths, flies and beetles are invaluable agents of pollination. pollens and grains became accidentally attached to their chests and legs and are transferred to other agricultural crops as these animals move about, either by walking or flying. most plants actually produce scents to send signals to insects that food (in the form of nectar) is available. what are these animals called?	insects	spiders	arthropods
574	ground_truth	Most of the species that have lived have also gone extinct. There are two ways to go extinct. The most obvious way is to die out completely. The other way a species goes extinct is if it evolves into a different species. Extinction is a normal part of Earth's history. Most of the organisms that have lived have gone extinct.	two	How many ways are there for a species to go extinct?	four	eight	Ten
574	answer_given	Most of the species that have lived have also gone extinct. There are two ways to go extinct. The most obvious way is to die out completely. The other way a species goes extinct is if it evolves into a different species. Extinction is a normal part of Earth's history. Most of the organisms that have lived have gone extinct.	two	How many ways can a species go extinct?	four	three	one
575	ground_truth	10.2 Biotechnology in Medicine and Agriculture Genetic testing is performed to identify disease-causing genes, and can be used to benefit affected individuals and their relatives who have not developed disease symptoms yet. Gene therapy—by which functioning genes are incorporated into the genomes of individuals with a non-functioning mutant gene—has the potential to cure heritable diseases. Transgenic organisms possess DNA from a different species, usually generated by molecular cloning techniques. Vaccines, antibiotics, and hormones are examples of products obtained by recombinant DNA technology. Transgenic animals have been created for experimental purposes and some are used to produce some human proteins. Genes are inserted into plants, using plasmids in the bacterium Agrobacterium tumefaciens, which infects plants. Transgenic plants have been created to improve the characteristics of crop plants—for example, by giving them insect resistance by inserting a gene for a bacterial toxin.	dna	Often generated by molecular cloning, transgenic organisms possess what from a different species?	memories	organs	RNA
575	answer_given	10.2 Biotechnology in Medicine and Agriculture Genetic testing is performed to identify disease-causing genes, and can be used to benefit affected individuals and their relatives who have not developed disease symptoms yet. Gene therapy—by which functioning genes are incorporated into the genomes of individuals with a non-functioning mutant gene—has the potential to cure heritable diseases. Transgenic organisms possess DNA from a different species, usually generated by molecular cloning techniques. Vaccines, antibiotics, and hormones are examples of products obtained by recombinant DNA technology. Transgenic animals have been created for experimental purposes and some are used to produce some human proteins. Genes are inserted into plants, using plasmids in the bacterium Agrobacterium tumefaciens, which infects plants. Transgenic plants have been created to improve the characteristics of crop plants—for example, by giving them insect resistance by inserting a gene for a bacterial toxin.	dna	Transgenic animals have been created for experimental purposes and some are used to produce some human proteins. genes are inserted into plants, using plasmids in the bacterium agrobacterium tumefaciens, which infects plants. transgenics have been created to improve the characteristics of crop plants—for example, by giving them insect resistance by inserting a gene for a bacterial toxin. what is this?	dna	bacteria	virus
576	ground_truth	Bacteria that cause the skin disease impetigo, which causes blisters, can spread when people share towels or clothes. The bacteria can also spread through direct skin contact in sports like wrestling.	bacteria	The skin disease impetigo is caused by spread of what type of microorganism?	viruses	tumors	algae
576	answer_given	Bacteria that cause the skin disease impetigo, which causes blisters, can spread when people share towels or clothes. The bacteria can also spread through direct skin contact in sports like wrestling.	bacteria	What causes the skin disease impetigo, which causes blisters?	virus	fungi	parasite
577	ground_truth	Plants go through seasonal changes after detecting differences in day length.	day length	Plants go through seasonal changes after detecting differences in what?	temperature	weather	week length
577	answer_given	Plants go through seasonal changes after detecting differences in day length.	day length	Plants go through seasonal changes after detecting differences in what?	temperature	light	humidity
578	ground_truth	The Calvin cycle is part of the light-independent reactions of photosynthesis. The Calvin cycle uses ATP and NADPH. The Krebs cycle is part of cellular respiration. This cycle makes ATP and NAPH.	krebs	What cycle is part of cellular respiration and makes atp and naph?	vireos	water cycle	carbon cycle
578	answer_given	The Calvin cycle is part of the light-independent reactions of photosynthesis. The Calvin cycle uses ATP and NADPH. The Krebs cycle is part of cellular respiration. This cycle makes ATP and NAPH.	krebs	What cycle is part of cellular respiration?	glycolysis	mitochondria	metabolism
579	ground_truth	Abrasion is another type of mechanical weathering. With abrasion, one rock bumps against another rock. Gravity causes abrasion as a rock tumbles down a slope. Moving water causes abrasion; it moves rocks so that they bump against one another ( Figure below ). Strong winds cause abrasion by blasting sand against rock surfaces. Finally, the ice in glaciers cause abrasion. Pieces of rock embedded in ice at the bottom of a glacier scrape against the rock below. If you have ever collected beach glass or pebbles from a stream, you have witnessed the work of abrasion.	abrasion	What type of mechanical weathering occurs when one rock bumps against another rock?	absorption	refraction	disintegration
579	answer_given	Abrasion is another type of mechanical weathering. With abrasion, one rock bumps against another rock. Gravity causes abrasion as a rock tumbles down a slope. Moving water causes abrasion; it moves rocks so that they bump against one another ( Figure below ). Strong winds cause abrasion by blasting sand against rock surfaces. Finally, the ice in glaciers cause abrasion. Pieces of rock embedded in ice at the bottom of a glacier scrape against the rock below. If you have ever collected beach glass or pebbles from a stream, you have witnessed the work of abrasion.	abrasion	What is another type of mechanical weathering?	erosion	corrosion	decomposition
581	ground_truth	produce a penis in males produce a clitoris in females. The tissue that will become the scrotum in a male becomes the labia in a female; that is, they are homologous structures. Male Reproductive Anatomy In the male reproductive system, the scrotum houses the testicles or testes (singular: testis), including providing passage for blood vessels, nerves, and muscles related to testicular function. The testes are a pair of male reproductive organs that produce sperm and some reproductive hormones. Each testis is approximately 2.5 by 3.8 cm (1.5 by 1 in) in size and divided into wedge-shaped lobules by connective tissue called septa. Coiled in each wedge are seminiferous tubules that produce sperm. Sperm are immobile at body temperature; therefore, the scrotum and penis are external to the body, as illustrated in Figure 43.8 so that a proper temperature is maintained for motility. In land mammals, the pair of testes must be suspended outside the body at about 2° C lower than body temperature to produce viable sperm. Infertility can occur in land mammals when the testes do not descend through the abdominal cavity during fetal development.	homologous	The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?	opposite	symbiotic	mutual
581	answer_given	produce a penis in males produce a clitoris in females. The tissue that will become the scrotum in a male becomes the labia in a female; that is, they are homologous structures. Male Reproductive Anatomy In the male reproductive system, the scrotum houses the testicles or testes (singular: testis), including providing passage for blood vessels, nerves, and muscles related to testicular function. The testes are a pair of male reproductive organs that produce sperm and some reproductive hormones. Each testis is approximately 2.5 by 3.8 cm (1.5 by 1 in) in size and divided into wedge-shaped lobules by connective tissue called septa. Coiled in each wedge are seminiferous tubules that produce sperm. Sperm are immobile at body temperature; therefore, the scrotum and penis are external to the body, as illustrated in Figure 43.8 so that a proper temperature is maintained for motility. In land mammals, the pair of testes must be suspended outside the body at about 2° C lower than body temperature to produce viable sperm. Infertility can occur in land mammals when the testes do not descend through the abdominal cavity during fetal development.	homologous	The tissue that will become the scrotum in a male becomes the labia in a female; that is, they are what?	similar	different	similar
582	ground_truth	9. If the tidal cycle was actually 12 hours then high tides would occur at the same time every day. In reality, high tides occur about every 12 hours and 25 minutes. Can you think of why this would be the case?.	every 12 hours	How frequently do high tides occur?	Every 96 hours	Every 24 hours	Every 48 hours
582	answer_given	9. If the tidal cycle was actually 12 hours then high tides would occur at the same time every day. In reality, high tides occur about every 12 hours and 25 minutes. Can you think of why this would be the case?.	every 12 hours	When does high tide occur?	every 12 minutes	every 12 days	every 12 seconds
583	ground_truth	Growth Phase 2 (G2): during this phase, the cell makes final preparations to divide. For example, it makes additional proteins and organelles. This phase is sometimes referred to as Gap 2.	growth phase 2	What phase does the cell make final preparations to divide?	growth phase 1	carbonate phase 2	dioxide phase 2
583	answer_given	Growth Phase 2 (G2): during this phase, the cell makes final preparations to divide. For example, it makes additional proteins and organelles. This phase is sometimes referred to as Gap 2.	growth phase 2	What phase is the cell in during the final preparations to divide?	growth phase 1	growth phase 3	growth phase 4
584	ground_truth	Like plants, all living things have the capacity for growth. The ducklings in Figure below have a lot of growing to do to catch up in size to their mother. Multicellular organisms like ducks grow by increasing the size and number of their cells. Single-celled organisms just grow in size.	increase size and number of cells	How do multicellular organisms grow in size?	reduce size and number of cells	increase number of limbs	increase size and number of genes
584	answer_given	Like plants, all living things have the capacity for growth. The ducklings in Figure below have a lot of growing to do to catch up in size to their mother. Multicellular organisms like ducks grow by increasing the size and number of their cells. Single-celled organisms just grow in size.	increase size and number of cells	How do multicellular organisms grow?	increase size and number of organelles	increase size and number of molecules	increase size and number of proteins
585	ground_truth	The arrow (→) shows the direction in which the reaction occurs. In many reactions, the reaction also occurs in the opposite direction. This is represented with another arrow pointing in the opposite direction (←).	arrow	What symbol is used to indicate directionality in chemical reactions?	triangle	circle	line
585	answer_given	The arrow (→) shows the direction in which the reaction occurs. In many reactions, the reaction also occurs in the opposite direction. This is represented with another arrow pointing in the opposite direction (←).	arrow	What shows the direction in which a reaction occurs?	line	circle	triangle
586	ground_truth	In his book On the Origin of Species , Darwin included evidence to show that evolution had taken place. He also made logical arguments to support his theory that evolution occurs by natural selection. Since Darwin’s time, much more evidence has been gathered. The evidence includes a huge number of fossils. It also includes more detailed knowledge of living things, right down to their DNA.	darwin	Who wrote the book on the origin of species?	Scopes	Sagan	cannon
586	answer_given	In his book On the Origin of Species , Darwin included evidence to show that evolution had taken place. He also made logical arguments to support his theory that evolution occurs by natural selection. Since Darwin’s time, much more evidence has been gathered. The evidence includes a huge number of fossils. It also includes more detailed knowledge of living things, right down to their DNA.	darwin	Who published the book on the origin of species?	Newton	Einstein	Galileo
587	ground_truth	Milk is naturally a good source of calcium. Vitamin D is also often added to milk. Both these nutrients help build strong bones.	milk	What is considered a good source of calcium?	wheat	egg	corn
587	answer_given	Milk is naturally a good source of calcium. Vitamin D is also often added to milk. Both these nutrients help build strong bones.	milk	What is naturally a good source of calcium?	eggs	yogurt	cheese
589	ground_truth	The peripheral nervous system is divided into two parts, the sensory division and the motor division. How these divisions of the peripheral nervous system are related to the rest of the nervous system is shown below ( Figure below ). Refer to the figure as you read more about the peripheral nervous system in the text that follows.	peripheral	What nervous system is divided into two parts, the sensory division and the motor division?	physiological	developmental	central
589	answer_given	The peripheral nervous system is divided into two parts, the sensory division and the motor division. How these divisions of the peripheral nervous system are related to the rest of the nervous system is shown below ( Figure below ). Refer to the figure as you read more about the peripheral nervous system in the text that follows.	peripheral	The sensory division and the motor division are parts of what system of the nervous system?	central	internal	internal
590	ground_truth	Beneficial Fungi Fungi play a crucial role in the balance of ecosystems. They colonize most habitats on Earth, preferring dark, moist conditions. They can thrive in seemingly hostile environments, such as the tundra, thanks to a most successful symbiosis with photosynthetic organisms, like lichens. Fungi are not obvious in the way that large animals or tall trees are. Yet, like bacteria, they are major decomposers of nature. With their versatile metabolism, fungi break down organic matter that is insoluble and would not be recycled otherwise. Importance to Ecosystems Food webs would be incomplete without organisms that decompose organic matter and fungi are key participants in this process. Decomposition allows for cycling of nutrients such as carbon, nitrogen, and phosphorus back into the environment so they are available to living things, rather than being trapped in dead organisms. Fungi are particularly important because they have evolved enzymes to break down cellulose and lignin, components of plant cell walls that few other organisms are able to digest, releasing their carbon content. Fungi are also involved in ecologically important coevolved symbioses, both mutually beneficial and pathogenic with organisms from the other kingdoms. Mycorrhiza, a term combining the Greek roots myco meaning fungus and rhizo.	balance of ecosystems	What crucial role does beneficial fungi play?	cleaning the soil	cleaning water	killing bacteria
590	answer_given	Beneficial Fungi Fungi play a crucial role in the balance of ecosystems. They colonize most habitats on Earth, preferring dark, moist conditions. They can thrive in seemingly hostile environments, such as the tundra, thanks to a most successful symbiosis with photosynthetic organisms, like lichens. Fungi are not obvious in the way that large animals or tall trees are. Yet, like bacteria, they are major decomposers of nature. With their versatile metabolism, fungi break down organic matter that is insoluble and would not be recycled otherwise. Importance to Ecosystems Food webs would be incomplete without organisms that decompose organic matter and fungi are key participants in this process. Decomposition allows for cycling of nutrients such as carbon, nitrogen, and phosphorus back into the environment so they are available to living things, rather than being trapped in dead organisms. Fungi are particularly important because they have evolved enzymes to break down cellulose and lignin, components of plant cell walls that few other organisms are able to digest, releasing their carbon content. Fungi are also involved in ecologically important coevolved symbioses, both mutually beneficial and pathogenic with organisms from the other kingdoms. Mycorrhiza, a term combining the Greek roots myco meaning fungus and rhizo.	balance of ecosystems	Fungi play a crucial role in what?	balance of habitats	balance of food chains	balance of populations
591	ground_truth	Do you remember what happened when Mendel crossed purple flowered-plants and white flowered-plants? All the offspring had purple flowers. There was no blending of traits in any of Mendel's experiments. Mendel had to come up with a theory of inheritance to explain his results. He developed a theory called the law of segregation .	purple	When mendel crossed purple flowered-plants and white flowered-plants, all the offspring had what color flowers?	blue	red	yellow
591	answer_given	Do you remember what happened when Mendel crossed purple flowered-plants and white flowered-plants? All the offspring had purple flowers. There was no blending of traits in any of Mendel's experiments. Mendel had to come up with a theory of inheritance to explain his results. He developed a theory called the law of segregation .	purple	When mendel crossed white and purple flowered plants, what color flowered plants did all the offspring have?	white	red	blue
593	ground_truth	The goal of science is to understand how and why things happen.	science	The goal of this is the understand how and why things happen?	experience	inquiry	theory
593	answer_given	The goal of science is to understand how and why things happen.	science	What is the goal of understanding how and why things happen?	biology	chemistry	physics
594	ground_truth	Bacteria are the most diverse organisms on Earth. They are often classified by shape or how they react to Gram stain.	bacteria	What are the most diverse organisms on earth, which are often classified by shape or how they react to gram stain?	cultures	pathogens	algae
594	answer_given	Bacteria are the most diverse organisms on Earth. They are often classified by shape or how they react to Gram stain.	bacteria	What are the most diverse organisms on earth?	protists	viruses	fungi
595	ground_truth	Breathing involves pressure differences between the inside of the lungs and the air outside. The pressure differences are only a few torr. A normal breath is about 0.50 L. If room temperature is about 22°C, then the air has a temperature of about 295 K. With normal pressure being 1.0 atm, how many moles of air do we take in for every breath? The ideal gas law gives us an answer:.	pressure	Breathing involves differences in what, measured in torr, between the inside of the lungs and the air outside?	temperature	gravity	resistance
595	answer_given	Breathing involves pressure differences between the inside of the lungs and the air outside. The pressure differences are only a few torr. A normal breath is about 0.50 L. If room temperature is about 22°C, then the air has a temperature of about 295 K. With normal pressure being 1.0 atm, how many moles of air do we take in for every breath? The ideal gas law gives us an answer:.	pressure	Breathing involves what differences between the inside of the lungs and the air outside?	temperature	density	gravity
597	ground_truth	Lymph vessels make up a circulatory system that is similar to the blood vessels of the cardiovascular system. However, lymph vessels circulate lymph instead of blood, and the heart does not pump lymph through the vessels.	cardiovascular	Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?	nervous	cardiac	gastrointestinal
597	answer_given	Lymph vessels make up a circulatory system that is similar to the blood vessels of the cardiovascular system. However, lymph vessels circulate lymph instead of blood, and the heart does not pump lymph through the vessels.	cardiovascular	Lymph vessels make up a circulatory system that is similar to the blood vessels of what system?	respiratory	digestive	nervous
598	ground_truth	When cold air masses move south from the poles, they run into warm air masses moving north from the tropics. The boundary between two air masses is called a front . Air masses usually don’t mix at a front. The differences in temperature and pressure cause clouds and precipitation. Types of fronts include cold, warm, occluded, and stationary fronts.	front	In weather terms, what do you call the boundary between two air masses?	cloud	mass	cover
598	answer_given	When cold air masses move south from the poles, they run into warm air masses moving north from the tropics. The boundary between two air masses is called a front . Air masses usually don’t mix at a front. The differences in temperature and pressure cause clouds and precipitation. Types of fronts include cold, warm, occluded, and stationary fronts.	front	What is the boundary between two air masses called?	line	border	divide
599	ground_truth	Transpiration takes place when plants release water vapor through pores in their leaves called stomata.	transpiration	What process takes place when plants release water vapor through pores in their leaves called stomata?	evaporation	expiration	propagation
599	answer_given	Transpiration takes place when plants release water vapor through pores in their leaves called stomata.	transpiration	What takes place when plants release water vapor through pores in their leaves called stomata?	photosynthesis	respiration	photosynthesis
600	ground_truth	Hydrogen is a good example of isotopes because it has the simplest atoms. Three isotopes of hydrogen are modeled in Figure below . Most hydrogen atoms have just one proton and one electron and lack a neutron. They are just called hydrogen. Some hydrogen atoms have one neutron. These atoms are the isotope named deuterium. Other hydrogen atoms have two neutrons. These atoms are the isotope named tritium.	one	Most hydrogen atoms have how many protons?	two	three	four
600	answer_given	Hydrogen is a good example of isotopes because it has the simplest atoms. Three isotopes of hydrogen are modeled in Figure below . Most hydrogen atoms have just one proton and one electron and lack a neutron. They are just called hydrogen. Some hydrogen atoms have one neutron. These atoms are the isotope named deuterium. Other hydrogen atoms have two neutrons. These atoms are the isotope named tritium.	one	How many protons do most hydrogen atoms have?	two	three	four
602	ground_truth	Inheritance in humans is not as straight-forward as that in the pea plant. Though some traits are inherited in simple Mendelian fashion, many are not. To analyze simple Mendelian inheritance a pedigree is often utilized. This is especially helpful in tracking the inheritance of a specific trait, characteristic or disorder (or allele) through a family.	pedigree	What is utilized to analyze simple mendelian inheritance?	origins	dna	trait
602	answer_given	Inheritance in humans is not as straight-forward as that in the pea plant. Though some traits are inherited in simple Mendelian fashion, many are not. To analyze simple Mendelian inheritance a pedigree is often utilized. This is especially helpful in tracking the inheritance of a specific trait, characteristic or disorder (or allele) through a family.	pedigree	What is used to analyze simple mendolian inheritance?	genome	chromosome	genome
603	ground_truth	Except for the chordates, all animal phyla consist only of invertebrates.	chordates	What is the only animal phyla that does not consist exclusively of invertebrates?	arthropods	bacteria	eukaryotes
603	answer_given	Except for the chordates, all animal phyla consist only of invertebrates.	chordates	Except for the invertebrates, all animal phyla consist only of what?	mammals	reptiles	fish
604	ground_truth	Butter and mayonnaise are examples of a class of colloids called emulsions . An emulsion is a colloidal dispersion of a liquid in either a liquid or a solid. A stable emulsion requires an emulsifying agent to be present. Mayonnaise is made in part of oil and vinegar. Since oil is nonpolar and vinegar is an aqueous solution and polar, the two do not mix and would quickly separate into layers. However, the addition of egg yolk causes the mixture to become stable and not separate. Egg yolk is capable of interacting with both the polar vinegar and the nonpolar oil. The egg yolk is called the emulsifying agent. Soap acts as an emulsifying agent between grease and water. Grease cannot be simply rinsed off your hands or another surface because it is insoluble. However, the soap stabilizes a grease-water mixture because one end of a soap molecule is polar and the other end is nonpolar. This allows the grease to be removed from your hands or your clothing by washing with soapy water.	emulsifying	Soap acts as what kind of agent between grease and water?	lubricating	codifying	sterilizing
604	answer_given	Butter and mayonnaise are examples of a class of colloids called emulsions . An emulsion is a colloidal dispersion of a liquid in either a liquid or a solid. A stable emulsion requires an emulsifying agent to be present. Mayonnaise is made in part of oil and vinegar. Since oil is nonpolar and vinegar is an aqueous solution and polar, the two do not mix and would quickly separate into layers. However, the addition of egg yolk causes the mixture to become stable and not separate. Egg yolk is capable of interacting with both the polar vinegar and the nonpolar oil. The egg yolk is called the emulsifying agent. Soap acts as an emulsifying agent between grease and water. Grease cannot be simply rinsed off your hands or another surface because it is insoluble. However, the soap stabilizes a grease-water mixture because one end of a soap molecule is polar and the other end is nonpolar. This allows the grease to be removed from your hands or your clothing by washing with soapy water.	emulsifying	What is the term for a colloid that is a liquid in either a liquid or a solid?	dispersing	disintegrating	dissipating
606	ground_truth	Medications can slow down the increase of viruses in the blood. But the medications cannot remove the viruses from the body. At present, there is no cure for HIV infection. A vaccine against HIV could stop this disease, and such a vaccine is in development, though it could take many years before it can be given to prevent this virus.	medications	What can slow down the increase of viruses in the blood?	platelets	infections	androgens
606	answer_given	Medications can slow down the increase of viruses in the blood. But the medications cannot remove the viruses from the body. At present, there is no cure for HIV infection. A vaccine against HIV could stop this disease, and such a vaccine is in development, though it could take many years before it can be given to prevent this virus.	medications	What can slow down the increase of viruses in the blood?	antioxidants	vitamins	antibiotics
608	ground_truth	5.2 The Light-Dependent Reactions of Photosynthesis In the first part of photosynthesis, the light-dependent reaction, pigment molecules absorb energy from sunlight. The most common and abundant pigment is chlorophyll a. A photon strikes photosystem II to initiate photosynthesis. Energy travels through the electron transport chain, which pumps hydrogen ions into the thylakoid space. This forms an electrochemical gradient. The ions flow through ATP synthase from the thylakoid space into the stroma in a process called chemiosmosis to form molecules of ATP, which are used for the formation of sugar molecules in the second stage of photosynthesis. Photosystem I absorbs a second photon, which results in the formation of an NADPH molecule, another energy carrier for the Calvin cycle reactions.	chemiosmosis	Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?	oxidation	respiration	fertilization
608	answer_given	5.2 The Light-Dependent Reactions of Photosynthesis In the first part of photosynthesis, the light-dependent reaction, pigment molecules absorb energy from sunlight. The most common and abundant pigment is chlorophyll a. A photon strikes photosystem II to initiate photosynthesis. Energy travels through the electron transport chain, which pumps hydrogen ions into the thylakoid space. This forms an electrochemical gradient. The ions flow through ATP synthase from the thylakoid space into the stroma in a process called chemiosmosis to form molecules of ATP, which are used for the formation of sugar molecules in the second stage of photosynthesis. Photosystem I absorbs a second photon, which results in the formation of an NADPH molecule, another energy carrier for the Calvin cycle reactions.	chemiosmosis	The energy travels through the electron transport chain, which pumps hydrogen ions into the thylakoid space. this forms an electrochemical gradient. the ions flow through atp synthase from the thylakoid space into the stroma in a process called what?	electrolysis	electromagnetism	electromagnetism
609	ground_truth	Plasmodesmata (singular, plasmodesma ) are microscopic channels which traverse the cell walls of plant cells and some algal cells. These junctions enable two cells to transport materials and communication between them. Plasmodesmata are similar to gap junctions of animal cells. Like gap junctions, plasmodesmata enable direct intercellular transport of substances between cells. However, unlike other junctions, plasmodesmata do not seem to be protein based. Rather, they are made from membrane and cell wall material. Plasmodesmata move various types of molecules, including transport proteins (including transcription factors), short interfering RNA, messenger RNA and viral genomes from cell to cell. A typical plant cell may have between 1,000 and 100,000 plasmodesmata connecting it with adjacent cells.	plasmodesmata	What is the name of microscopic channels which traverse the cell walls of plants?	chloroplasts	sphenopalatine	notochord
609	answer_given	Plasmodesmata (singular, plasmodesma ) are microscopic channels which traverse the cell walls of plant cells and some algal cells. These junctions enable two cells to transport materials and communication between them. Plasmodesmata are similar to gap junctions of animal cells. Like gap junctions, plasmodesmata enable direct intercellular transport of substances between cells. However, unlike other junctions, plasmodesmata do not seem to be protein based. Rather, they are made from membrane and cell wall material. Plasmodesmata move various types of molecules, including transport proteins (including transcription factors), short interfering RNA, messenger RNA and viral genomes from cell to cell. A typical plant cell may have between 1,000 and 100,000 plasmodesmata connecting it with adjacent cells.	plasmodesmata	What are microscopic channels which traverse the cell walls of plant cells and some algal cells?	pores	vacuoles	sporozoans
610	ground_truth	Echidna. Like the platypus, the echnida is a monotreme. The only living monotreme species inhabit Australia and New Guinea.	monotreme	Like the platypus, the echnida is a what?	prosauropod	Gives Live birth	dugongs
610	answer_given	Echidna. Like the platypus, the echnida is a monotreme. The only living monotreme species inhabit Australia and New Guinea.	monotreme	Like the platypus, the echnida is a what?	amphibian	reptile	mammal
611	ground_truth	The cell membrane consists of two layers of phospholipids. Transport proteins are embedded in the layers. The movement of substances across the cell membrane may be by passive or active transport.	phospholipids	The cell membrane consists of two layers of what?	chlorophyll	epidermis	filaments
611	answer_given	The cell membrane consists of two layers of phospholipids. Transport proteins are embedded in the layers. The movement of substances across the cell membrane may be by passive or active transport.	phospholipids	The cell membrane consists of two layers of what?	proteins	lipids	enzymes
612	ground_truth	Adaptations are favorable traits that organisms inherit. Adaptations develop from variations within a population and help organisms to survive in their given environment.	favorable trait	What is an adaptation?	harmful mutation	unfavorable trait	inherited gene
612	answer_given	Adaptations are favorable traits that organisms inherit. Adaptations develop from variations within a population and help organisms to survive in their given environment.	favorable trait	What is an adaptation?	favorable mutation	favorable gene	favorable mutation
613	ground_truth	The earliest placental mammals may have evolved about 110 million years ago. The ancestor of placental mammals may be the extinct genus Eomaia . Fossils of Eomaia have been found in what is now China. It was only about 10 centimeters (4 inches) long. It was a tree climber and probably ate insects and worms. Eomaia had several traits of placental mammals. Figure below shows an Eomaia fossil.	china	Where fossils of the genus eomaia found?	Japan	Egypt	India
613	answer_given	The earliest placental mammals may have evolved about 110 million years ago. The ancestor of placental mammals may be the extinct genus Eomaia . Fossils of Eomaia have been found in what is now China. It was only about 10 centimeters (4 inches) long. It was a tree climber and probably ate insects and worms. Eomaia had several traits of placental mammals. Figure below shows an Eomaia fossil.	china	Where were fossils of the earliest placental mammals found?	Australia	Africa	Canada
614	ground_truth	Space probes may be separated from their launchers by exploding bolts. (They bolt away from one another. ) Suppose a 4800-kg satellite uses this method to separate from the 1500-kg remains of its launcher, and that 5000 J of kinetic energy is supplied to the two parts. What are their subsequent velocities using the frame of reference in which they were at rest before separation?.	bolts	By exploding what the space probes get separated from their launchers?	frames	doors	walls
614	answer_given	Space probes may be separated from their launchers by exploding bolts. (They bolt away from one another. ) Suppose a 4800-kg satellite uses this method to separate from the 1500-kg remains of its launcher, and that 5000 J of kinetic energy is supplied to the two parts. What are their subsequent velocities using the frame of reference in which they were at rest before separation?.	bolts	Space probes may be separated from their launchers by exploding what?	wires	tubes	rods
616	ground_truth	16.1 | Homeostasis and Osmoregulation By the end of this section, you will be able to: • Explain the concept of homeostasis • Describe thermoregulation of endothermic and ectothermic animals • Explain how the kidneys serve as the main osmoregulatory organs in the human body Homeostasis refers to the relatively stable state inside the body of an animal. Animal organs and organ systems constantly adjust to internal and external changes in order to maintain this steady state. Examples of internal conditions maintained homeostatically are the level of blood glucose, body temperature, blood calcium level. These conditions remain stable because of physiologic processes that result in negative feedback relationships. If the blood glucose or calcium rises, this sends a signal to organs responsible for lowering blood glucose or calcium. The signals that restore the normal levels are examples of negative feedback. When homeostatic mechanisms fail, the results can be unfavorable for the animal. Homeostatic mechanisms keep the body in dynamic equilibrium by constantly adjusting to the changes that the body’s systems encounter. Even an animal that is apparently inactive is maintaining this homeostatic equilibrium. Two examples of factors that are regulated homeostatically are temperature and water content. The processes that maintain homeostasis of these two factors are called thermoregulation and osmoregulation.	homeostasis	What is the term for the relatively stable state inside the body of an animal?	metabolism	dormancy	consciousness
